ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
3556,10,86,61,24,6,24,4,2013,289,1,1,1,2,1,2,302, , ,16,28,5,2013,13,54,14,1,14,1,10,86,2,21,3,60,2,2,2,97,97,97,97,97,97,97,97,97,1,32,71,997, ,2, ,71, , ,2, ,2, , ,2,14,4,14,4,10,86,2,1,2,5,6,8, , , , , ,1,14,6,14,6,14,17,14,17,10,86,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,14,19,14,19,14,23,14,23,10,86,2,2,2,1,1,2, , , , , ,1,3,1,1,5,7,9,11,13, , , , , , , , , ,14,29,14,30,10,86,2,4,1983,30,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,21,4,2009,14,35,2,30,152.1,41.65,1,14,35,10,86,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,3,14,37,3556,10,86,13,2,291,24,4,2013,302,24,4,2013,13,17,6861002,4/1/1983,4/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,3,1,1,0,0,0,3,1,0,1
3557,11,86,61,24,6,24,4,2013,349,1,1,2,1,0,1,290, , ,32,27,4,2013,12,6,12,22,12,22,11,86,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,3, , ,2,12,26,12,27,11,86,1,1,2,3,4,6, , , , , ,1,12,29,12,30,12,36,12,36,11,86,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,12,37,12,37,12,40,12,43,11,86,2,2,2,2,3,1,2, , , , ,1,3,2,4,5,6,9,11, , , , , , , , , , ,12,46,12,51,11,86,2,3,1965,48,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,3,2,2006,12,53,2,48,159.6,49.7,1,12,53,11,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,55,3557,11,86,12,52,278,24,4,2013,293,24,4,2013,13,55,6861102,3/1/1965,4/1/2013,48,1, , , , , , , , , ,0,0,32,686,2,19,38.0000000000001,38.0000000000001, ,3,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,6,1,1,1,3,1,1,1,0, ,3,1,0,1
3558,12,86,61,24,6,24,4,2013,349,1,1,1,2,1,1,290,334, ,32,27,5,2013,2,10,2,16,2,17,12,86,1,21,3,15,2,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,2,20,2,20,12,86,1,1,2,4,8,9, , , , , ,1,2,22,2,25,2,18,2,18,12,86,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2, ,2, ,2, ,2,20,2,21,2,30,2,30,12,86,2,2,3, , ,3, , , , , ,2,4,1,1,3,7,11,13, , , , , , , , , , ,2,33,2,34,12,86,2,4,1988,25,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,15,5,2012,2,37,2,25,155.9,52.75,1,2,37,12,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,38,3558,12,86,14,21,278,24,4,2013,293,24,4,2013,14,35,6861202,4/1/1988,4/1/2013,25,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1
3559,13,86,61,24,6,24,4,2013,282,1,1,1,2,1,2,295,334, ,32,27,5,2013,12,2,12,3,12,6,13,86,2,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,1,62,71, , ,1,62,3, , ,2,12,8,12,8,13,86,2,1,2,5,6, , , , , , ,1,12,9,12,9,12,17,12,18,13,86,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,12,19,12,19,12,22,12,22,13,86,2,2,1,1,1,2, , , , , ,2,4,1,2,3,4,5,6,9,11,13, , , , , , , ,12,23,12,25,13,86,2,4,1980,33,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,6,4,2009,12,27,2,33,171.5,49.55,1,12,27,13,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,29,3559,13,86,12,42,278,24,4,2013,293,24,4,2013,12,48,6861302,4/1/1980,4/1/2013,33,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,1,3,1,1,1,0, ,3,1,0,1
3560,14,86,61,24,6,24,4,2013,282,1,1,1,2,1,2,295,334, ,32,27,5,2013,1,52,1,55,1,36,14,86,2,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,1,62,22,2, ,1,22,3, , ,1,1,59,1,59,14,86,2,1,2,5,6,8, , , , , ,1,2,1,2,1,2,5,2,5,14,86,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,6,2,6,2,10,2,10,14,86,2,2,1,1,2,2, , , , , ,2,4,1,2,3,5,6,11,13, , , , , , , , , ,2,11,2,12,14,86,2,3,1993,20,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,20,2,2012,2,14,2,20,173.5,70.05,1,2,15,14,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,16,3560,14,86,14,41,278,24,4,2013,293,24,4,2013,14,46,6861402,3/1/1993,4/1/2013,20,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,5,1,1,1,3,1,1,1,1, ,3,1,1,1
3561,15,86,61,24,6,24,4,2013,359,1,1,1,2,0,1,293,334, ,32,27,5,2013,12,0,12,12,12,12,15,86,1,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,14,12,14,15,86,1,1,2,6,8, , , , , , ,1,12,15,12,15,12,33,12,33,15,86,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1,2, ,12,37,12,37,12,38,12,38,15,86,2,2,2,2,2,2, , , , , ,1,5,2,1,2,9,11,12, , , , , , , , , , ,12,42,12,43,15,86,2,2,1973,40,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,7,2007,12,46,2,40,164.5,49.75,1,12,47,15,86,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,3,12,48,3561,15,86,12,33,291,24,4,2013,290,24,4,2013,12,51,6861502,2/1/1973,4/1/2013,40,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1
3562,16,86,61,24,6,24,4,2013,359,1,1,1,2,1,1,290,334, ,32,27,5,2013,1,30,1,52,1,52,16,86,1,21,3,35,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,1,55,2,0,16,86,1,1,2,5,8, , , , , , ,8,2,2,2,2,2,15,2,16,16,86,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,18,2,19,2,24,2,24,16,86,2,2,2,2,2,1, , , , , ,1,2,2,1,9,11,13, , , , , , , , , , , ,2,28,2,30,16,86,2,4,1970,43,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,28,1,2013,2,34,2,43,159.4,45.55,1,2,34,16,86,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,3,2,36,3562,16,86,15,6,291,24,4,2013,290,24,4,2013,15,9,6861602,4/1/1970,4/1/2013,43,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,2,0,0,0
3563,17,86,61,24,6,24,4,2013,287,1,1,1,1,0,2,290, , ,32,27,5,2013,12,12,12,28,12,28,17,86,2,21,3,30,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,1,2,3,1,12,32,12,35,17,86,2,1,2,5,7,8, , , , , ,1,12,36,12,36,12,46,12,46,17,86,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,3,12,48,12,48,12,51,12,51,17,86,2,2,3, , ,2, , , , , ,2,4,2,2,5,11,12,14, , , , , , , , , , ,12,53,12,54,17,86,2,7,1967,43,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,5,6,2007,12,58,2,43,157.4,48.85,1,12,59,17,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,3563,17,86,12,40,279,2,4,2013,290,24,4,2013,12,50,6861702,7/1/1967,4/1/2013,46,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,4,1,1,2,4,1,2,0,0,0,3,1,0,1
3564,18,86,61,24,6,24,4,2013,303,1,1,1,2,1,2,290,334, ,32,27,5,2013,12,26,12,33,12,34,18,86,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,37,12,39,18,86,2,1,2,3,4,5, , , , , ,1,12,40,12,41,12,46,12,47,18,86,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2, ,2, ,12,49,12,50,12,54,12,54,18,86,2,2,2,3,3,2, , , , , ,1,4,1,4,5,9,10, , , , , , , , , , , ,12,56,12,59,18,86,2,8,1975,36,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3,2009,1,6,2,36,156.5,61.45,1,1,7,18,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,3564,18,86,12,5,279,24,4,2013,290,24,4,2013,13,1,6861802,8/1/1975,4/1/2013,38,1,0,1,0,1,0,0,1,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,1,0, ,3,1,0,1
3565,19,86,61,24,6,24,4,2013,277,1,1,1,2,2,1,290,334, ,32,24,4,2013,11,35,11,48,11,51,19,86,1,21,3,10,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,55,11,55,19,86,1,1,2,5,8, , , , , , ,1,11,56,11,57,12,1,12,5,19,86,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,3,1,2,12,6,12,7,12,19,12,19,19,86,2,2,2,3,3,2, , , , , ,3,4,2,7,11,12, , , , , , , , , , , , ,12,22,12,24,19,86,2,4,1993,20,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,4,2,2013,12,28,2,20,166.3,53.95,1,12,28,19,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,35,3565,19,86,13,6,280,24,4,2013,290,24,4,2013,13,17,6861902,4/1/1993,4/1/2013,20,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,38.0000000000001,38.0000000000001,19.0000000000001,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,5,1,2,1,4,1,2,0,0,0,2,0,0,1
3566,20,86,61,24,6,24,4,2013,301,1,1,1,2,1,2,293,344, ,17,28,5,2013,12,13,12,17,12,18,20,86,2,21,3,20,1,2,1,6, , , , , , , , ,2, ,71,997, ,1,71,62,1,95,1,62,2, , ,2,12,23,12,23,20,86,2,1,2,8, , , , , , , ,1,12,28,12,28,12,35,12,35,20,86,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2, ,2, ,2, ,12,39,12,40,12,50,12,51,20,86,2,2,1,2,2,2, , , , , ,2,3,1,1,2,3,4,8,9,12, , , , , , , , ,12,55,12,56,20,86,2,12,1981,32,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1, , , , , ,13,0,2,31,163.5,65.85,1,13,1,20,86,2,1,1,4, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,13,4,3566,20,86,14,22,280,24,4,2013,392,24,4,2013,14,26,6862002,12/1/1981,4/1/2013,31,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1
3567,21,86,61,24,6,24,4,2013,301,1,1,1,1,0,2,293,334, ,23,25,5,2013,2,10,2,15,2,20,21,86,2,21,3,8,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,2,21,2,22,21,86,2,1,2,4,7,8, , , , , ,1,2,23,2,30,2,35,2,36,21,86,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,2,40,2,45,2,50,2,51,21,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,55,3,10,21,86,2,2,1987,25,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,3,12,2,25,168.2,60.8,1,3,23,21,86,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,25,3567,21,86,7,10,280,24,2,2013,290,24,4,2013,7,20, ,2/1/1987,4/1/2013,26,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
3568,22,86,61,24,6,24,4,2013,303,1,1,1,2,0,2,293,334, ,18,5,5,2013,1,56,2,0,2,0,22,86,2,21,3,20,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,2,6,2,6,22,86,2,1,2,3,5, , , , , , ,1,2,9,2,9,2,11,2,11,22,86,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2, ,2, ,1,2,2,14,2,14,2,15,2,15,22,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,16,2,24,22,86,2,4,1978,35,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , ,2,25,2,35,172.3,50.85,1,2,25,22,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,26,3568,22,86,8,0,280,24,4,2013,293,24,4,2013,8,5, ,4/1/1978,4/1/2013,35,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0, ,2,0,0,1
3569,23,86,61,24,6,24,4,2013,288,1,1,1,1,0,1,293,334, ,18,7,5,2013,12,37,12,43,12,43,23,86,1,21,3,998,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,2,12,46,12,46,23,86,1,1,2,3,4,6,8, , , , ,1,12,47,12,47,12,52,12,52,23,86,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,53,12,53,12,54,12,54,23,86,2,2,1,3,3,2, , , , , ,1,4,1,1,2,4,6,8,10,12,13, , , , , , , ,12,55,12,56,23,86,2,2,1975,38,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,59,2,38,177.4,56.15,1,1,0,23,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3569,23,86,8,0,280,24,4,2013,290,24,4,2013,8,10,6862302,2/1/1975,4/1/2013,38,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1,0,0,3,1,0,1
3570,24,86,61,24,6,24,4,2013,277,1,1,1,2,1,1,290,334, ,24,27,5,2013,12,32,12,48,12,49,24,86,1,21,3,20,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,51,12,52,24,86,1,1,2,5,7,8, , , , , ,2,12,53,12,54,1,3,1,3,24,86,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,6,1,6,1,18,1,19,24,86,2,2,1,2,2,2, , , , , ,1,4,1,1,2,4,5,9,11,13, , , , , , , , ,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,27, , , , , ,1,28,24,86,2,1,1,6, , , , , , , , , , , , , , ,1, , , , , , , , , ,3,1,29,3570,24,86,13,34,279,24,4,2013,290,24,4,2013,13,46,6862402, ,4/1/2013,999,0,1,0,0,0,1,0,0,0,0,1,0,32,686,2,19, , ,19.0000000000001,2,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,7,1,1,1,3,1,1,0,0,0,3,1,0,0
3571,11,62,47,29,6,11,4,2013,303,1,1,1,1,0,2,290, , ,23,25,4,2013,12,30,12,44,12,45,11,62,2,42,3,30,1,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,1,71,71, , ,2, ,2, , ,2,12,46,12,47,11,62,2,1,2,6,8, , , , , , ,1,12,48,12,50,12,51,12,52,11,62,2,1, , , , , , , , , , , , ,2, ,2, ,2, ,12,59,1,10,1,3,1,10,11,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,1,12,11,62,2,3,1980,33,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,30,2,32,155.7,45.85,1,1,31,11,62,2,1,1,3,7, , , , , , , , , , , , , ,5, , , , , , , , , ,99,1,36,3571,11,62,7,10,278,11,4,2013,290,11,4,2013,7,20, ,3/1/1980,4/1/2013,33,1, , , , , , , , , ,0,0,30,662,2,18.7354838709677,18.7354838709678,18.7354838709678, ,3,1,1,0, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,2,0,0,1
3572,10,62,47,29,6,11,4,2013,303,1,1,1,2,0,2,290, , ,18,24,3,2013,11,32,11,44,11,44,10,62,2,32,2, ,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,11,47,11,48,10,62,2,1,2,3, , , , , , , ,1,11,49,11,50,12,0,12,1,10,62,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2, ,2, ,2, ,12,2,12,2,12,3,12,4,10,62,2,2,2,3,2,2, , , , , ,2,4,1,7,9,10,12, , , , , , , , , , , ,12,7,12,8,10,62,2,6,1996,17,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,10,4,17,176.4,50.75,1,12,10,10,62,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,11,3572,10,62,11,0,278,11,4,2013,290,11,4,2013,11,5,6621002,6/1/1996,4/1/2013,17,1, , , , , , , , , ,0,0,30,662,2,18.7354838709677,18.7354838709678,18.7354838709678, ,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0, ,1,0,0,1
3573,9,62,47,29,6,11,4,2013,359,1,1,2,1,0,1,290, , ,18,24,3,2013,11,25,11,40,11,40,9,62,1,81,3,35,2,2,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,1,62,2, , ,2,11,45,11,46,9,62,1,1,2,6,7,8, , , , , ,1,11,47,11,47,11,58,12,0,9,62,5,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2, ,12,4,12,4,12,5,12,6,9,62,2,2,1,1,1,2, , , , , ,1,2,2,2,3,4,10,11, , , , , , , , , , ,12,9,12,10,9,62,2,3,1973,40,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,17,2,40,178,48.55,1,12,17,9,62,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,18,3573,9,62,12,0,278,11,4,2013,290,11,4,2013,12,5,6620902,3/1/1973,4/1/2013,40,1, , , , , , , , , ,0,0,30,662,2,18.7354838709677,37.4709677419355,37.4709677419355, ,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,1,1,0,0,0,3,1,0,1
3574,8,62,47,29,6,11,4,2013,277,1,1,1,1,1,2,290, , ,25,5,5,2013,11,20,11,21,11,22,8,62,2,42,3,20,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,11,44,11,45,8,62,2,1,2,5,7, , , , , , ,2,11,48,11,50,11,51,11,52,8,62,2,1, , , , , , , , , , , , ,2, ,2, ,2, ,11,55,11,56,12,10,12,12,8,62,2,2,2,2,2,2, , , , , ,2,8,2,1,7,9,13, , , , , , , , , , , ,12,15,12,20,8,62,2,2,1980,33,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,21,2,33,156.4,43.7,1,12,25,8,62,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,30,3574,8,62,11,20,278,11,4,2013,290,11,4,2013,11,54,6620802,2/1/1980,4/1/2013,33,1, , , , , , , , , ,0,0,30,662,2,18.7354838709677,18.7354838709678,18.7354838709678, ,3,1,1,1, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0, ,3,1,0,0
3575,7,62,47,29,6,10,4,2013,1,1,1,1,1,1,1,290, , ,31,28,5,2013,2,45,2,56,2,56,7,62,1,81,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,1,62,71, , ,1,62,2, , ,2,3,0,3,1,7,62,1,1,2,4,8,9, , , , , ,1,3,2,3,2,3,9,3,9,7,62,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,3,13,3,13,3,22,3,23,7,62,2,2,2,1,1,2, , , , , ,1,3,1,1,2,3,4,11, , , , , , , , , , ,3,24,3,26,7,62,2,2,1973,30,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,18,3,2010,3,30,2,30,163.7,49.25,1,3,30,7,62,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,3,3,31,3575,7,62,15,15,278,10,4,2013,290,10,4,2013,15,19,6620702,2/1/1973,4/1/2013,40,1,0,1,0,0,1,0,0,0,0,0,1,30,662,2,18.7354838709677,18.7354838709678,18.7354838709678,18.7354838709678,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,0,0,0,2,0,0,1
3576,6,62,47,29,6,10,4,2013,303,1,1,1,1,2,2,290, , ,23,5,3,2013,2,9,2,11,2,12,662,62,2,81,3,30,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,2,20,2,21,662,62,2,1,2,5, , , , , , , ,2,2,25,2,30,2,31,2,32,662,62,2,1, , , , , , , , , , , , ,2, ,2, ,2, ,2,35,2,38,2,40,2,41,662,62,2,2,2,3,3,2, , , , , ,2,8,2,1,4,7,9, , , , , , , , , , , ,2,52,2,51,662,62,2,4,1991,22,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,55,2,22,155.2,45.85,1,2,56,662,62,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,58,3576,6,62,7,10,278,10,4,2013,290,10,4,2013,7,20,6620602,4/1/1991,4/1/2013,22,1,0,1,0,0,1,0,0,0,0,0,1,30,662,2,18.7354838709677,18.7354838709678,18.7354838709678,18.7354838709678,3,1,1,1, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0, ,2,0,0,0
3577,5,62,47,29,6,10,4,2013,303,1,1,0,2,0,1,290, , ,18,24,4,2013,12,45,12,59,1,0,5,62,1,32,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,1,62,2, , ,2,1,5,1,5,5,62,1,1,2,8, , , , , , , ,1,1,8,1,8,1,15,1,15,5,62,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2, ,2, ,2, ,1,20,1,19,1,20,1,21,5,62,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,26, , , , , ,1,24,5,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,25,3577,5,62,8,0,278,10,4,2013,290,10,4,2013,8,5,6620501, ,4/1/2013,999,0, , , , , , , , , ,0,0,30,662,2,18.7354838709677, , , ,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
