ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
11,11,20,29,10,1,27,3,2013,336,1,1,1,1,1,2,369,368, ,24,18,5,2013,11,0,11,20,11,20,11,0,2,52,3,40,2,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,2, ,22,2, ,2, ,2, , ,1,11,35,11,35,11,20,2,1,8, , , , , , , , ,1,11,42,11,42,11,56,11,56,11,20,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,12,14,12,14,12,34,12,34,11,20,2,2,1,1,1,2, , , , , ,2,4,2,1,4,11, , , , , , , , , , , , ,12,38,12,40,11,20,2,1,1978,35,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,2,2010,12,58,2,35,152.2,43.9,1,12,58,11,20,2,1,1,13, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,13,14,11,11,20,13,59,372,27,3,2013,369,27,3,2013,14,0,1201102,1/1/1978,3/1/2013,35,1,0,1,0,0,1,0,0,0,0,0,1,21,120,1,36.2291666666667,36.2291666666666,36.2291666666666,36.2291666666666,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,1,0,1,0,1,1
12,15,6,31,27,4,28,2,2013,336,1,2,1,0,1,2,345, , ,13,26,3,2013,11,0,11,28,11,28,15,6,2,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,11,35,11,35,15,6,2,1,8, , , , , , , , ,2,11,36, , , , ,11,36,15,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,3,1,3,11,39,11,40,12,0,12,1,15,6,2,2,1,1,1,2, , , , , ,2,1,2,1,7,11, , , , , , , , , , , , ,12,15,12,16,15,6,2, ,1989,24,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,11,4,2011,12,22,2,24,163.9,47.55,1,12,23,15,6,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,40,12,15,6,12,1,350,27,2,2013,345,27,2,2013,12,10,4061502, ,2/1/2013,24,1,0,1,0,1,0,0,1,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,1,0,0,1,0,0,0
13,14,6,31,27,4,27,2,2013,359,1,1,1,1,0,2,345, , ,13,19,3,2013,11,15,11,41,11,41,14,6,2,21,3,10,1,2,1,2, , , , , , , , ,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,49,11,50,14,6,2,1,2,5,7,8, , , , , ,1,11,52,11,52,12,6,12,6,14,6,2,1, , , , , , , , , , , , ,1,1,1,1,1,1,12,10,12,10,12,14,12,14,14,6,2,2,1,2,2,2, , , , , ,1,4,2,1,4,9, , , , , , , , , , , , ,12,16,12,17,14,6,2,9,1977,35,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,20,2,35,162.3,53.8,1,12,20,14,6,2,1,1,14, , , , , , , , , , , , , , ,5, , , , , , , , , ,99,12,24,13,14,6,11,10,343,1,3,2013,345,1,3,2013,11,20,4061402,9/1/1977,2/1/2013,36,1, , , , , , , , , ,0,0,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543, ,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,1,0,0,3,1,0,1
14,13,6,31,27,4,27,2,2013,342,1,1,2,0,1,2,345, , ,28,31,5,2013,11,10,11,37,11,38,13,6,2,21,3,998,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,40,11,40,13,6,2,1,2,4,5,8, , , , , ,1,11,42, , , , ,11,42,13,6,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,11,45,11,46,11,50,11,50,13,6,2,2,1,2,2,1,2, , , , ,1,4,1,3,4,5,6, , , , , , , , , , , ,11,54,11,58,13,6,2,4,1979,34,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2008,12,1,2,34,161.7,49.04,1,12,1,13,6,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,6,14,13,6,11,0,343,28,2,2013,345,28,2,2013,11,10,4061302,4/1/1979,2/1/2013,34,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,97.0909090909085,97.0909090909085,48.5454545454543,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,1,0,0,3,1,0,1
15,12,6,31,27,4,28,2,2013,334,1,2,1,2,2,2,345, , ,13,21,3,2013,11,20,11,55,11,55,12,6,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,1,12,0,12,0,12,6,2,1,2,6, , , , , , , ,1,12,1,12,2,12,26,12,25,12,6,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2, ,12,28,12,28,12,40,12,42,12,6,2,2,1,1,1,2, , , , , ,1,2,2,2,3,6,7,10,11, , , , , , , , , ,13,0,11,30,12,6,2, ,1985,28,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,11,39,2,28,165.4,54.65,1,11,40,12,6,2,1,1,7,11, , , , , , , , , , , , , ,1, , , , , , , , , ,99,11,41,15,12,6,12,54,350,22,2,2013,345,22,2,2013,13,1,4061202, ,2/1/2013,28,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,1,1,0,0,2,0,0,1
16,10,6,31,27,4,26,2,2013,342,1,1,1,1,2,1,345, , ,13,18,3,2013,10,40,10,53,10,53,10,6,1,21,3,2,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,10,57,10,57,10,6,1,1, , , , , , , , , ,1,10,58,10,59,11,8,11,9,10,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,11,11,11,11,11,24,11,25,10,6,1,2,3, , ,2, , , , , ,1,5,2,4,9,11, , , , , , , , , , , , ,11,35,11,35,10,6,1, ,1983,30,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,11,40,1,30,163.9,51.2,1,11,41,10,6,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,42,16,10,6,11,55,350,25,2,2013,345,25,2,2013,12,18,4061001, ,2/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,2,0,0,0,1,0,0,1
17,9,6,31,27,4,26,2,2013,359,1,2,2,1,1,2,345, , ,13,20,3,2013,11,14,11,46,11,47,9,6,2,21,3,10,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,4, , ,2,12,0,12,15,9,6,2,1,8, , , , , , , , ,8,12,18,12,19,13,0,10,34,9,6,5,1, , , , , , , , , , , , ,1,1,1,1,1,1,10,49,10,49,12,19,12,20,9,6,2,2,2,3,3,2, , , , , ,1,5,2,4,9,11, , , , , , , , , , , , ,12,29,12,30,9,6,2,1,1975,38,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,26,11,2010,12,42,2,38,153.7,40.75,1,12,42,9,6,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,44,17,9,6,10,46,350,23,2,2013,345,23,2,2013,11,0,4060902,1/1/1975,2/1/2013,38,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,97.0909090909085,97.0909090909085,48.5454545454543,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,0,0,0,1,0,0,0
18,8,6,31,27,4,25,2,2013,334,1,1,2,0,2,2,345, , ,13,17,3,2013,11,0,11,20,11,21,8,6,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,1,1,3,2,11,30,11,31,8,6,2,1,2,6,7,8, , , , , ,1,11,33, , , , ,11,34,8,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2, ,11,42,11,43,11,50,11,51,8,6,2,2,1,1,1,2, , , , , ,1,2,2,2,4,5,8, , , , , , , , , , , ,11,53,11,54,8,6,8,6,1997,16,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,2,8,16,161.4,46.75,1,12,3,8,6,8,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,4,18,8,6,11,25,343,25,2,2013,345,25,2,2013,11,45,4060802,6/1/1997,2/1/2013,16,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,97.0909090909085,97.0909090909085,48.5454545454543,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,3,1,0,1
19,19,53,77,21,5,15,3,2013,1,1,1,1,2,1,2,313, , ,31,20,5,2013,12,0,12,38,12,38,19,53,2,21,3,30,1,2,1,1, , , , , , , , ,1,81,71,997, ,2, ,71, , ,2, ,3, , ,2,12,42,12,42,19,53,2,1,2,4,5,8, , , , , ,2,12,44,12,48,12,52,12,53,19,53,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2, ,2, ,2, ,12,53,12,53,1,1,1,2,19,53,2,2,1,1,3,2, , , , , ,1,7,1,1,2,3,4, , , , , , , , , , , ,1,4,1,5,19,53,2,12,1986,27,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1, , , , , ,1,11,2,27,159.5,51,1,1,12,19,53,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,19,19,53,13,12,305,15,3,2013,313,15,3,2013,13,19,5531902,12/1/1986,3/1/2013,26,1,0,1,0,0,1,0,0,0,0,0,1,43,553,2,15.7258064516129,15.7258064516129,15.7258064516129,15.7258064516129,3,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0, ,3,1,0,0
20,33,6,31,27,4,7,3,2013,359,1,1,1,1,1,2,345, , ,13,19,3,2013,10,40,10,57,10,58,33,6,2,21,3,30,2,2,2,97,97,97,97,97,97,97,97,97,1,71,71,997, ,2, ,71, , ,2, ,2, , ,2,11,3,11,3,33,6,2,1,2,4,6,8, , , , , ,2,11,5,11,5,11,20,11,22,33,6,2,1, , , , , , , , , , , , ,1,2,1,2,1,2,11,24,11,25,11,35,11,35,33,6,2,2,2,1,1,2, , , , , ,1,4,2,4,9,10, , , , , , , , , , , , ,11,36,11,37,33,6,2,2,1980,33,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,12,2012,11,40,2,33,174.8,52.8,1,11,40,33,6,2,1,1,14, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,11,42,20,33,6,11,15,343,11,3,2013,345,11,3,2013,11,20,4063302,2/1/1980,3/1/2013,33,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,0,0,0,3,1,0,0
21,32,6,31,27,4,7,3,2013,342,1,1,1,1,2,2,345, , ,13,19,3,2013,10,42,11,11,11,11,32,6,2,21,3,998,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,1,62,2, , ,2,11,14,11,15,32,6,2,1,2,4,8, , , , , , ,1,11,17,11,17,11,24,11,25,32,6,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,11,27,10,56,11,40,11,40,32,6,2,2,1,1,1,1,2, , , , ,1,4,2,1,9, , , , , , , , , , , , , ,11,41,11,42,32,6,2,8,1977,36,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,13,4,2011,11,45,2,36,165.9,56.35,1,11,45,32,6,2,2,1,1, , , , , , , , , , , , , , ,6, , , , , , , , , ,99,11,48,21,32,6,11,2,343,11,3,2013,345,11,3,2013,11,7,4063202,8/1/1977,3/1/2013,36,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,6,1,1,1,3,1,1,1,0,0,2,0,0,1
22,30,6,31,27,4,7,3,2013,334,1,1,1,0,1,1,345, , ,4,16,3,2013,9,30,9,50,9,51,30,6,1,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,1,9,59,10,0,30,6,1,1,2,4,6, , , , , , ,1,10,12, , , , ,10,15,30,6,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,10,17,10,18,10,30,10,31,30,6,1,2,1,1,1,2, , , , , ,1,5,2,2,3,4,5, , , , , , , , , , , ,10,35,10,36,30,6,1,3,1973,40,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,9,2012,10,45,1,40,157.7,44.2,1,10,45,30,6,1,1,1,11, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,10,46,22,30,6,10,15,350,11,3,2013,345,11,3,2013,10,30,4063001,3/1/1973,3/1/2013,40,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,3,1,0,1
23,29,6,31,27,4,3,3,2013,359,1,1,1,2,2,2,345, , ,26,31,5,2013,10,15,10,41,10,41,29,6,2,21,3,30,2,1,2,97,97,97,97,97,97,97,97,97,1,71,71,997, ,2, ,71, , ,2, ,4, , ,2,10,48,10,48,29,6,2,1,2,6,7,8, , , , , ,1,10,50,10,51,11,5,11,6,29,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,1,2,11,9,11,11,11,35,11,33,29,6,2,2,2,3,3,2, , , , , ,1,3,2,4,9,11, , , , , , , , , , , , ,11,39,11,39,29,6,2,4,1983,30,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,11,45,2,30,169.8,55.9,1,11,46,29,6,2,1,1,4, , , , , , , , , , , , , , ,1, , , , , , , , , ,5,11,48,23,29,6,11,52,359,6,3,2013,345,6,3,2013,12,2,4062902,4/1/1983,3/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,3,1,0,1
24,28,6,31,27,4,7,3,2013,342,1,2,2,2,1,2,345, , ,13,20,3,2013,10,45,11,9,11,10,28,6,2,21,3,3,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,2,11,15,11,15,28,6,2,5,8, , , , , , , , ,1,11,17,11,18,11,34,11,34,28,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,2,11,39,11,39,11,40,11,40,28,6,2,2,1,2,3,1,2, , , , ,1,4,1,2,5,6,9,10, , , , , , , , , , ,11,47,1,10,28,6,7,4,1994,18,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2, , , , ,10,15,7,18,162.8,54.6,1,11,47,28,6,2,1,1,1, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,11,50,24,28,6,10,53,343,13,3,2013,345,13,3,2013,11,20,4062802,4/1/1994,3/1/2013,19,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,97.0909090909085,97.0909090909085,48.5454545454543,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,1,2,1,0,0,1,0,0,1
25,27,6,31,27,4,6,3,2013,336,1,1,1,1,3,2,345, , ,13,21,3,2013,9,24,9,47,9,48,27,6,2,21,3,4,1,2,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,9,51,9,52,27,6,2,1,6,8, , , , , , , ,1,9,58,9,58,10,24,10,24,27,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,1,3,10,26,10,26,10,40,10,40,27,6,2,2,1,2,1,2, , , , , ,2,8,2,11,13, , , , , , , , , , , , , ,10,45,10,46,27,6,2, , ,37,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,17,6,2012,10,50,2,37,145.3,39.5,1,10,50,27,6,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,10,53,25,27,6,10,18,343,11,3,2013,345,11,3,2013,11,20,4062702, ,3/1/2013,37,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,5,1,2,1,0,0,2,0,0,1
26,26,6,31,27,4,6,3,2013,334,1,1,1,1,3,1,345, , ,13,25,3,2013,9,20,9,50,9,52,26,6,1,21,3,20,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,1,95,2, ,1,1,3,1,10,0,10,1,26,6,1,1,2,4,5,8, , , , , ,1,10,3,10,4,10,18,10,19,26,6,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,10,23,10,24,10,45,10,45,26,6,1,2,1,1,1,2, , , , , ,1,6,2,2,3,4,5,6, , , , , , , , , , ,10,50,10,51,26,6,1,6,1985,28,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,9,2011,10,55,1,28,166.5,48,1,10,56,26,6,1,1,1,11, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,10,57,26,26,6,9,30,343,12,3,2013,345,12,3,2013,10,0,4062601,6/1/1985,3/1/2013,28,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,3,1,0,1
27,25,6,31,27,4,5,3,2013,359,1,1,1,1,1,2,345, , ,13,18,3,2013,12,0,12,47,12,17,25,6,2,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,24,12,24,25,6,2,1,2,5,7,8, , , , , ,8,12,26,12,27,12,45,12,50,25,6,2,1, , , , , , , , , , , , ,1,1,1,2,1,1,12,56,12,57,13,0,13,0,25,6,2,2,2,1,1,2, , , , , ,1,5,2,1,2,4,9,11, , , , , , , , , , ,13,5,13,6,25,6,2,6,1986,27,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,13,12,2,26,162.6,47.5,1,13,12,25,6,2,1,1,12, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,13,44,27,25,6,13,50,350,12,3,2013,345,12,3,2013,14,0,4062502,6/1/1986,3/1/2013,27,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,1,0,0,3,1,0,0
28,24,6,31,27,4,5,3,2013,334,1,1,2,1,1,2,345, , ,13,20,3,2013,11,20,11,45,11,46,24,6,2,21,3,20,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,1,98,2, ,1,1,3,1,11,52,11,53,24,6,2,1,2,4,6,8, , , , , ,1,11,54,11,55,12,5,12,6,24,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,12,8,12,9,12,22,12,23,24,6,2,2,1,1,1,1,2, , , , ,1,5,2,2,3,4,5,11, , , , , , , , , , ,12,27,12,37,24,6,2,5,1989,24,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2012,12,44,2,24,170.3,53.7,1,12,44,24,6,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,47,28,24,6,13,10,343,12,2,2013,345,12,3,2013,13,30,4062402,5/1/1989,3/1/2013,24,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,97.0909090909085,97.0909090909085,48.5454545454543,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,3,1,0,1
29,29,1,20,12,7,5,4,2013,408,1,1,2,2,2,2,403, , ,16,24,4,2013,9,18,9,59,9,59,29,1,2,21,3,40,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,10,9,10,9,29,1,2,1,2,5,6,96, , , , , ,2,10,14,11,45,12,6,10,36,29,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2, ,2, ,2, ,10,43,10,43,11,18,11,18,29,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,23,11,24,29,1,2,3,1969,44,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,13,1,2011,11,38,2,44,162.6,52.2,1,11,38,29,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,42,29,29,1,9,51,399,25,2,2013,403,25,2,2013,9,59,7012903,3/1/1969,4/1/2013,44,1, , , , , , , , , ,0,1,12,701,2,11.8285714285714,23.6571428571428,23.6571428571428,11.8285714285714,3,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,0,0,3,1,0,0
30,22,6,31,27,4,5,3,2013,336,1,1,1,1,2,2,345, , ,15,19,3,2013,10,6,10,28,10,29,22,6,2,21,3,3,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,10,34,10,35,22,6,2,1,6,8, , , , , , , ,2,10,36,10,36,10,45,1,45,22,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,10,48,10,48,11,27,11,27,22,6,2,2,1,1,1,2, , , , , ,2,6,2,1,7,11, , , , , , , , , , , , ,11,32,11,34,22,6,2, , ,29,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,17,12,2011,11,40,2,29,167,55.7,1,11,41,22,6,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,43,30,22,6,11,11,343,5,3,2013,345,5,3,2013,11,23,4062202, ,3/1/2013,29,1, , , , , , , , , ,1,0,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,1,2,1,0,0,2,0,0,0
31,21,6,31,27,4,1,3,2013,359,1,1,1,0,1,2,345, , ,16,19,4,2013,12,22,12,37,12,37,21,6,2,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,44,12,44,21,6,2,1,2,4,6,8, , , , , ,2,12,46, , , , ,12,48,21,6,3,1, , , , , , , , , , , , ,1,2,1,2,1,2,12,52,12,53,13,6,13,7,21,6,2,2,2,3,2,1, , , , , ,1,4,1,2,4,9,10, , , , , , , , , , , ,13,11,1,13,21,6,2,1,1983,30,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,13,17,2,30,151.9,56.08,1,13,18,21,6,2,1,1,14, , , , , , , , , , , , , , ,1, , , , , , , , , ,99,13,20,31,21,6,13,35,343,27,2,2013,344,27,2,2013,13,45,4062102,1/1/1983,3/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,21,406,2,48.5454545454545,48.5454545454543,48.5454545454543,48.5454545454543,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,1,0,0,3,1,0,0
